Cha robh fios aige ciod a dhianadh e, ach smaoinich e gun tugadh e diachainn do atharrachadh-fiaraich..	gd
Youre fifty-two, Helen.	en
Bhiodh e comasach, maith dh fhaoidte, aithris air dòigh no dhà eile, nam biodh feum air..	gd
há  an oidhche  há!	ga
Chi sinn nach ruig e leas ùine fhad no saothair mhor a bhi ann chum sìth fhaotainn..	gd
Bhítheas ghá labhairt an uair sin, go breágh ceól mhar cruinn blasta buacach, ach pé donus a bhí ar aigne na ndaoine ní raibh an meas ceart acu uirthi.	ga
17.) Tha e ag earbsadh a mhàin airson maitheanais agus beatha siorruidh ri rèite Chriosd, eadar-mheadhonaireachd Chriosd, agus eadar-ghuidhe Chriosd..	gd
Somebody told me that Letterman had had five hundred tennis lessons.	en
Dechreuodd ei hynt yno ym 1862 a chyplyswyd ei sefydlu a dathlu tri-chanmlwyddiant Troi Allan Anghydffurfwyr 1662.	cy
Nár dheas an  gnó é?	ga
Dh aslaich e orr a bheath a chaomhnadh s gun caomhnadh esan am beatha-san, s gun tugadh e airgiod dhoibh..	gd
Bhi air ar ceangal ris-sin, agus air ar deanamh n ar n aon maille ris.C..	gd
Shes sort of got  with children then because this erm  testing, theyve got to  a school work outside curriculum.	en
Yn flinedig aeth lawr y grisiau i holi unwaith eto.	cy
So Having said that I, you know, I mean, if hes not gonna do that Well even if he or even if he, even if he is doing that  hes not gonna, hes not gonna I mean, cos youve gotta do it better than him.	en
Níor labhair inghean an Laoidigh níos mó.	ga
Nach buile an chaillsa a mheas gur diamhair daoibh féin a chin sruth na niamh nua go huile dfhiachaint, is é de ghréas á shilt? Ó thiobraid dhiagaghlan na Tríonóide is léir go dtig na tuilte grianghlan úd a ruithneadh fialmhacnaidh Éabha ó shin.	ga
Defnyddiodd un dyn gyfres o ddarluniau ar gardiau chwarae plaen, gan ddefnyddior ddwy ochr.	cy
Sheinn mi an t-òran nuadh, slainte troimh fhuil an Uain..	gd
Is e a suim gur e am bràthair is dlùithe an daimh na am mac, is mar sin gur ann aige tha a cheud chòir air seilbh no inmhe a bhràthar is sine..	gd
Aoibhinn aobh an bheann ós beannaibh sléibhte sleachta, tír na naomh an reann os reannaibh maotha mreachtraidh.	ga
B e là éigin an duine là cothroim Dhé..	gd
The list dropped from her hand, and Mr Kronweiser seized on it to restore it to its place.	en
Roeddwn wediclywed hefyd am yr hyn a ddioddefai Cristnogion yn y gwledyddhyn ar draws y blynyddoedd.	cy
A maint o aflwydd a ddaeth imi, 	cy
Julies husband, Tim, 32, caring for baby Sophie in Northampton, will be represented by her father, Derek.	en
Dyma yr addewid ddwyfol 	cy
Lomlán do leatrom as cráidhte do chroidhe, Claoidhte go cosgrach, mo thruaighe tú faoi!	ga
Is iomadh beatha a chaomhainn a Bhanrigh air sgath eadar-ghuidhe, ach lean an geur-leanmhuinn le mòr ainiochd..	gd
Air an aineol, s n an aonar, bha iad lag, fann, meata: Is diomhain gach cas air thìr gun eolas; Mar bho mhaoil am buaile choimhich; Mar fhear air carn; Cha n fhiach duine n a aonar; Is fuar leaba gun choi-leabach.	gd
Más tú Mac Dé, ar seisean, órduigh arán a dhéanamh des na clochaibh sin.	ga
tyddyn Cilhaul; ac yr oedd yn hoff iawn hefyd o wê hir y pum ceffyl,	cy
Williams a drosodd The National Being ir Gymraeg (Y Bod Cenhedlig), canys yr oedd ychydig egwyddorion elfennol, eglur yn ddigon iddo ef, a ystyriai weithredu gwleidyddol yn ddyletswydd flaenaf.	cy
Amgylchedd gweithio iach.Mae Cymdeithas Tai Clwyd Cyf hefyd yn derbyn cyfrifoldeb am iechyd a diogelwch ei chleientau ar cyhoedd.	cy
Mae hwn yn gam mawr ymlaen i statws yr iaith yma yng Nghymru ac yn rhyngwladol.	cy
Chab urrainn do n fhear a bha fo n leabaidh cumail air fhein; rinn e glag gaire, agus ma rinn, rinn an taillear..	gd
Gabhus an laoch sin a earradh catha uime, agas budh do dhéaghláochaibh an domhain an Galach Géidghe sin air chródhacht agus air dhéaghnósaibh isna huile thréartha.	ga
Tagann an nós chúcha ón seanaimsir, nuair a chruinnigheadh na báird agus na héigse i gcómhdháil agus i gcomórtas le chéile, mar a dheineadh na báird ins na haonachaibh i nÉirinn.	ga
Má chaithtear a rábh ná beidh tá ain mhaith imthighthe as agus níl sólás críochnuighthe ann.	ga
Cén (caidhé an) luach a thug sí uirthi?	ga
The large hut — used to store scaffolding equipment — in Warham Road, Dovercourt, caught fire at about 7.30 pm on Monday.	en
Tha ghnath-fhocal am measg nan Gall: Gur duilich a bhriogais a thoirt deth n Ghàidheal.	gd
cha robh thu riamh s an dris gus a nis.FIONN..	gd
Bhí fínnithe a dhóithin ag Pilib chun a dheimhniú gur bhé féin an rí ceart mar gur dhein Antiochus Epiphanes rí dhe sar a bhfuair sé bás, agus dá chómhartha san féin gur thug sé dho an fáinne agus an choróinn.	ga
Agus thubhairt Iosua riu, Cò sibh?.	gd
Diarr sé uirthe é leigint isteach agus dfhiarfhuig sí dho ciar bhé fhéin agus dubhairt sé gur bhé an rí óg é agus é leigint isteach, agus dubhairt sí leis nár bhé, mar go raibh fios a bhéasa aige cuid is mó ná an méid sin.	ga
A morwr o rywle yn dyfod ir tŷ, 	cy
An deis domh mo bheannachadh fein, agus ochan!.	gd
Yna, daeth y telegram tyngedfennol am 5 or gloch.	cy
Honno ywr aelwyd syn cyfrif; yr aelwyd syn sefyll yn ddigryn ar gonglfeini teyrngarwch a diolchgarwch.	cy
Is e sin seadh spioradail:—Cia mar a tha thu, a thaobh cor d anama? Is e sin a bha air aire Phoil an uair a thubhairt e ri Barnabas, ann an Gniomharaibh nan Abstol, Pilleamaid agus faiceamaid ar braithrean, ..	gd
Pris potel o win yn gostwng i 5/6 Marw Winston Churchill, Albert Schweitzer.	cy
ón tír nar fhoghluim sé é.	ga
John Williams, Brynsiencyn, bregeth Penry Evans ar Iesu yn rhodio ar y Mor a glywsai pan oedd yn efrydydd yng Ngholeg y Bala.	cy
hyrwyddo rhwydweithiau cymunedol newydd.	cy
Chífead arís tú mar sin.	ga
It wasnt a big enough room there.	en
Thats the one, that , this is a, a one, this is  When they come .	en
Tá daoine go flúirseach ar a saoghal nár ól gal tobac is nár dhiúg gloine fuisgí riamh ná ní lugha ná bhraithid siad a easnamh.	ga
Ac ni fu dedwyddach dau yn y byd 	cy
Ach cha d fhuair a chridhe fois,—cha b urrainn e fhaicinn gu n robh a chuis ceart; agus ghabh e le aoibhneas ris an t-slighe a b fhearr, cho luath s a chuireadh roimhe i..	gd
Sloigheadh mór la hIarla Uladh i cConnachtaibh gur ro milleadh moran do mhainistribh agus do cheallaibh seachnón Connacht lais.	ga
They have temporary visas for six months to stay in the UK.	en
Cha-n eil ciall aca a bhi gan cumail air an t-seòrsa beatha sin..	gd
Nach bu mhór an ceim isleicheadh do Chriost bhi air a dheanamh na dhuine?	gd
Do mharsal sloighte na Sagsanach ua Ardmhach roimhe le heirigh greine.	ga
Wrth roi help llaw i ddadlwythoun or hofrenyddion a oedd yn cludo cymorth ir mynyddoedd,cefais deimlad annifyr mai dyna o bosib fyddai fy nghyfraniadmwya gwerthfawr i dynged y Cwrdiaid.	cy
Is gile í nán lile, s deirg í na rósa, Is míne í ná síoda nó sróltaí, Is binne í ná organ is ceoltaí, S nach í mo mhian í dá deóin í le pósadh.	ga
Ac roedd yna hollt ieithyddol bryd hynny hefyd.	cy
A daw rhyddid gydai rhoddion 	cy
Annsin chuir fear an iorbaill liúgh gus béice as a chluinfeá trí mhíle ar gach taobh dhíot agus le dúrach thosuigh sé ag lasgadh na gclár le na chuid adharc agus é ag baint gach fuama agus siolladh asta nó gur mhór an tuathbhás é le allus.	ga
Cha d fhuaradh riamh rud, a dhionnsachadh teanga droch mhuinte, bu mheasa na gabhail air na masaibh ann an aobhar na teanga agus an teanga bhi tuigsinn gur h-ann na h-aobhar-se e fhuair am mas am mor ghleusadh sin..	gd
Wedi dychwelyd iw lety llwm y noson honno y buasai yn nhy braf Mrs.	cy
Chuir e Ioachim Murat, fear a pheathar a nis na àite air a chaithir sin..	gd
Cuir suas seacht naltóracha anso ar an gcnoc so, arsa Balaam leis an rí, agus cuir gamhain agus reithe mar ídhbirt ar gach altóir díobh.	ga
Do sgaoil an Caomhach  Conallach do beadh é  na fir a tháinig leis a bhaile acht amháin ádhbhar beag do chongaibh sé chum cabhruighthe leó i gcomhair anachaidh an Iarla.	ga
Amárach an Domhnach.	ga
Bu farw Morgan Davies wrth ddrws ei swyddfa ar 3 Gorffennaf 1934 ac etholwyd James Davies, gweinidog Mynydd-bach, iw olynu.	cy
Chaidh an dithis agus cheannaich iad drobh mor cruidh..	gd
Bha iompachadh ro iongantach.An uair a bha e leughadh earrainn s an eaglais (Eph..	gd
Mata, shalaich thu thu fhéin o sin.	gd
She would wait for Buzz.	en
An d fhuair e cuireadh uait?.	gd
Bha ùghdarras an cumantas mìn, ach garg an uair a dheantadh meachranaich ris, agus cha d rinn e moille ann am peanas a dheanamh..	gd
Chun an léightheora annso síos.	ga
Níl díobháil shaolta mar díth na sláinte, Is an bás gan amhras nuair a thagann sé, Ach mAthair naofa, mar bhí sé ceansa Fuair sé am maith agus malairt lae.	ga
Do bhí buidhean eile san tseomra ag léigheamh an tríomhadh leabhair.	ga
Mills, a tha air toiseachadh ri ceannachd anns an stor a bha roimhe so aig Iain A..	gd
Bydd Merch y Dolydd Gleision,	cy
Ciod e tha thu a deanamh leo?.	gd
Roeddwn yn falch iawn or cyfle i gael adnewyddu fy nhy, meddai Sheila Williams.	cy
Sa deireadh cuireadh an rún os cómhair na feise agus bhuaidh Thighearna an Chaisleáin Riabhaigh.	ga
Rhai wrth eu ffyn, au gwallt yn wyn,	cy
As a summary of alcohol education programmes, this is something of a simplification.	en
Y maer ty ai dalcen i fryn caregog serth.	cy
No true blue inhabitant of Paradise Street or Mouncy Street ever needed to be told anything from the police; they had ways of finding out.	en
Dochum bhur gcroidheadh dho dhaingniughadh agus do ghéunamh neimhchiontach a náomhghachd a bhfiádhnuisi Dé eadhon ar nathar, a dteachd ar dtighearna Iósa Críosd maille rena uile náomhuibh.	ga
Dfhan Diarmaid ar feadh abhfad na dhiaidh san ag féachaint sa ghríosaigh is gan gíog as.	ga
Is gan aonursa amháin Tar a éis ann le fagháil Do dhéanfadh a gcaomhnadh Mar scéith i ngach gábhadh.	ga
Fel y gallont hwyn ddie ddeall.	cy
ei hesgid oddiwrth y cobbler heb dalu am ei thrwsio) neu ynte y cai	cy
THA ANAM AGAD.—Cia fior s a tha focail an t-Salmadair, is uamhasach, iongantach a dhealbhadh mi.	gd
Hanfod arall yw gwrth-ymosod a rhwygo amddiffyn, nid unwaith ond dwywaith neu dair os taw dynar angen.	cy
Fe yrraf eto fedwen Menna Wen,	cy
Is maith gràdh a thoirt do na deisciobluibh, us d a theachdairibh, us d a bhochdaibh, ach is ann da fhéin is mo a bhuineas e..	gd
Is na bruinneallaibh óga atá i dtreo leis Ach duine bheidh siar Fear an Lampa Óir seo a chur i dtreo chugham Mo bheannacht na dhiaidh As molaim an óigbhean a bheidh i dtreó Leis an bhfaraire Brian.	ga
Anybody on middle class wanna buy them.	en
Ond dyma fy marn am y peth	cy
Cá mhéad seanmóirí do chualaidh tú?	ga
Of course we were only invited for ten days or so.	en
Yr oedd gofyn gwerthoedd a chanllawiau, ar gwerthoedd llenyddol a argymhellodd oedd rhai wedi eu seilio ar ufudd-dod i awdurdod allanol traddodiad.	cy
Tá pictúirí deasa ins a leabhar so do dhéin Seóirse Ó Fágáin, agus níor mhisde déanamh na bpictúirí do leabhraibh Chonnartha na Gaedhilge dfhághaint fá na lámhaibh ar fad.	ga
Óir nuair a bheirtear an tál óg, ní bheireann an mháthair an dara díobh nó go nglacann an boc, agus bíonn ál eile aici i ceann míosa.	ga
a Ghaisgidhigh, arsa Mac Ríogh i nÉirinn.	ga
Is suairce dhoibh, aon chuid, fheuchainn; agus bu neo-shuairce dhuinne gun cho-aontacha len saothair..	gd
Gwaith hwnnw oedd penderfynu ar gynnwys y meysydd llafur yn ogystal ag ar union natur Y profion.	cy
Shes on one of these inhaler Oh thingsthey got to?	en
Rhoddodd Siân Phillips fyd y seren Marlene Dietrich ir naill ochr i chwarae rhan unigryw yn The Magicians House, sef drama prynhawn dydd Sul hudolus i blant.	cy
Do staid sé go hobann annson agus diompuigh ar a sháil chun rud éigin dinnsint dom mar gheall ar an dtuile.	ga
Nach sgeinmeil brògan s bucail lìobht Do n airgead ghrinn is gloinne lìth, Bhi dealradh air deas-throidhean sìnnt Nan gallan dìreach, foghainnteach.	gd
Roedd y Wraig wedi bod yn defnyddior dwr poeth trwyr dydd gan nad oedd dim or llall ar gal ac fel yr oedd Ifor ar roi ei fawd ar gliciad y drws clywodd y glec fwya annaearol a glywodd erioed!	cy
Dh aithnich e nach robh Aladin a tuigsinn cho luachmhor s a bha n trinnsear, agus thug e bonn oir as a phocaid agus thairg e do Aladin e..	gd
Yn Nyffryn Llangollen ar ochor y Glyn,	cy
As dia chuimhniucchadh sidhe ro ráidh Dubhdálethe,  O ghenair mac Dé, ní brécc, A hocht seacht ndeich is naoi ccéd, Co bás Mughroin mortais rainn, Comharba cadlai Colaim.	ga
Gorchuddiwch y brigau pan fydd y planhigion yn eu llawn dwf.	cy
S an treas ceann bha co-chur air a dheanamh ri cor na tìre s a cheart àm, air na nithibh a bha s an dà cheann eile..	gd
Dob í sin uair agus aimsir fá ttarla bean Feargusa Findléith taobhtrom torrach agus do ruc sí mac don toirrcheas sin, agus ruc in cú dhá chuilén .i.	ga
Ac yn y man efe a gymhellodd ei ddisgyblion i fyned ir llong, a myned or blaen ir lan arall i Fethsaida, tra fyddai efe yn gollwng ymaith y bobl.	cy
Tha aghaidh Iupiteir air a còmdachadh le fàinnibh, no le criosaibh leathann agus fosgailte, agus tha téallsanaich a deanamh mach gur neoil iad a ta air an dòigh iongantach so a cuairteachadh na réilte so!.	gd
Shuidh an sgiobair a trom-smuaineachadh s an leac mu choinneamh..	gd
Leabhar is eadh Our Heritage ba cheart a bheith i lámhaibh gach aon leinbh sa tír, agus tá suíl againn ná déanfaidh oidí scoile dearmhad ar é do shcaipeadh i measc na leanbh atá fé na gcúram agus a bhfuil ann a mhúineadh dhóibh.	ga
Agus do chríochnaigh sé an gníomh umhlachta so leis na briathra tairbheacha so: Dothugasa siompla maith umhlachta dhíbh ionnus go ndénfadh sibhse an ní cédna dá chéile.	ga
Cidh gaoth, iomorra, do thabhairt eidir a ttroighthibh taoibháille agus talmhuin ní thugsat re háithe agus re himghlioca a nimdheaghla for aroile.	ga
Er enghraifft, y cwestiwn cyntaf a ofynnwn am gwmni yw pa faint o elw y mae wedi ei ennill, a sut y mae hwn yn cymharu ar flwyddyn flaenorol.	cy
Cha d iarr mac an tuathanaich na b fhearr, agus goirid m an do ghabh an taillear agus Cailein mu thamh, chaidh e air a mhàgan fo n leabaidh agus rinn e deas air son a ghnothuich..	gd
Roedden nhwn fwy tebygol o fod wedi dioddef camdrin parhaus drwyu plentyndod tra ond yn achlysurol yr oedd bechgyn yn cael eu camdrin.	cy
Pan gwymp y rheini fe fydd marciau gwyn ar eu hol, ac os ywr person wedi bod mor anffodus a chael heintiad ...	cy
Therefore it was Adams duty to come home and face the music, even though this might be no more than a short blast on a tin whistle.	en
Ghabh e air aghart air an ath mhaduinn, agus roimh mheadhon là thug buidheann a bh air tòir Uilleim Carmìchael an aire dha..	gd
He thought: Im obsessed by her.	en
Am nifer o flynyddoedd yn ystod y Rhyfel Byd Cyntaf, ac am rai blynyddoedd ar ol hynny cafwyd cynnydd cyson a gyrhaeddodd ei fan uchaf yn hanes y cyfundeb, yn 1926.	cy
Fhreagair iad e, Bidh do mhac beo gu sona gus an ruig e aois choig bliadhn deug ach aig an am sin coinnichidh e ri cunnart o m bi e cruaidh dha dol as..	gd
Ond heibio ir tro nesa mae cawr anferthyn byw, a chei di ddim mynd heibio hyd nes iddo dy chwilio drosoti gyd.	cy
The Saturday morning sport Outreach scheme was successful and Mrs. Wilson hoped that the first of the affordable homes would be completed by August.	en
Fagh réidh cearc is bunnóg, ars eisean; go racha me a dhiarraidh nighne an ríogh.	ga
Bha cuimhne air mo pheacadh, cha-n ann a mhain air an fheasgair roimhe, ach o chionn fada, briseadh air mo bhoidibh, agus crioch mhuladach m uile dhòchais agus thograidh, n a eallach ro thròm dhomh r a ghiùlan..	gd
Aeth ir ty, a daeth a rhifyn o Gymrur Plant yn fuddugoliaethus, i roi taw arnaf.	cy
Two men from the London area have been arrested in connection with this incident.	en
Rhaid ir Cynulliad sicrhau cefnogaeth ymarferol ac ariannol digonol i sefydliadau a chyrff holl gymunedau Cymru fedru gweithredu yn ôl yr egwyddor o ddwyieithrwydd naturiol.	cy
Yn enedigol or ardal - fei magwyd yn Nhalysarn - dywed ir holl bwyllgorau fod yn eithriadol o weithgar ac er fod llai o ddwylo iw cael nag mewn ambell ardal arall oherwydd poblogaeth denau ni fu pall ar eu brwdfrydedd, meddai.	cy
Be mo thlachd a bhi fiadhach nam beann, sa bhi leantuinn na faoghaid, agus da rìreadh bu mhi nàmhuid a choilich-dhuibh agus na liath-chirce..	gd
Mwynach yw r awel or dwyrain ar dê;	cy
Britain probably made the greatest contribution in literature and science, Germany certainly in music, while in the late nineteenth century, France dominated the world of painting.	en
Gan amhras sé Mícheál bun a tubaiste.	ga
Sgríobh tráchtas ar 1.	ga
Maen debyg mai oherwydd ei hamlygrwydd fel cennad tymor y tyfiant yr enwyd cynifer o blanhigion ar ei hol, rhai syn blodeuo tuar un pryd ag yr ymddengys hithaun lledrithiol yn ein mysg.	cy
Maen amlwg ein bod nin gweld yn hyn ganlyniad dewis a wnaed gan Hiraethog dro ar ol tro yn ystod ei yrfa fel nofelydd, sef dewis peidio a nesa/ u at wead a sylwedd profiad ei fyd ef ei hun.	cy
Chan ann ri aon latha no ri aon bhliadhna a dhfhalbh ainnis agus a thàinig feabhais crannchuir a steach na h-àite..	gd
Dywedir fod ei bedwar cwarter e yn hongian mewn ystafell o dan y Castell, ond pwy fu yno iw	cy
Ychydig o gnydau a dyfir yn genedlaethol, er fod cnydau megis tatws cynnar ac yd yn bwysig i economi ffermydd mewn rhai ardaloedd, yn enwedig yn yr iseldiroedd.	cy
Ailteoir uallach tráthaí tuata arraí uaigneach ar ghormmhíola.	ga
Ma tha so uile fior, tha mi caillte..	gd
Tynnodd Jabas lun arall cyn clymur cwch wrth hen fodrwy haearn rydlyd.	cy
Ar ddarfodedig bethaur byd.	cy
Fo sholus an lòchrain ud, sheòladh i a dh ionnsuidh nam focal, Rom..	gd
Amen.MU GHAIDHEIL GHLASCHU.A DHEASAICHE RUNAICH.—Tha mi n dùil an rathad còir féin-dhìon gun ceaduich sibh domh focal no dhà rádh mu Ghàidheil Ghlaschu..	gd
Fhuair e mach gu n robh n rìgh gu bhi sealg am Pàirc Shruileidh air maduinn àraidh, s gunrobh Mac-an-Léigh air falbh on tigh..	gd
So well put some of that in there.	en
Bydd Morgannwg yn ail ddechrau y bore yma ar 335 am saith.	cy
He had said that things might be going to change.	en
Tha dochas an t-soisgeil a brosnachadh an dream aig am bheil e, chum iad fein a ghlanadh, mar a tha Dia glan..	gd
Ond i droi at yr elfen hanesiol - bywyd cyhoeddus y bobl hyn: eu lle yn hanes Cymru, eu daliadau diwinyddol, eu hymdeimlad ou harbenigrwydd fel llunwyr y dyfodol.	cy
Be beachd Cheasair gum be fior fhad na bliadhna 365 làithean, agus 6 uairean..	gd
Tha rùn Dhia ann a bhi toirt sgrios air an t-saoghal leis an Dìle air dheanamh glé fhoillsichte..	gd
Bhuail critheadh beag is fuacht í.	ga
