dechreuodd ei hynt yno ym # a chyplyswyd ei sefydlu a dathlu tri chanmlwyddiant troi allan anghydffurfwyr #	cy
nár dheas an gnó é	ga
dh aslaich e orr a bheath a chaomhnadh s gun caomhnadh esan am beatha san s gun tugadh e airgiod dhoibh	gd
bhi air ar ceangal ris sin agus air ar deanamh n ar n aon maille ris	gd
shes sort of got with children then because this erm testing theyve got to a school work outside curriculum	en
yn flinedig aeth lawr y grisiau i holi unwaith eto	cy
so having said that i you know i mean if hes not gonna do that well even if he or even if he even if he is doing that hes not gonna hes not gonna i mean cos youve gotta do it better than him	en
níor labhair inghean an laoidigh níos mó	ga
nach buile an chaillsa a mheas gur diamhair daoibh féin a chin sruth na niamh nua go huile dfhiachaint is é de ghréas á shilt ó thiobraid dhiagaghlan na tríonóide is léir go dtig na tuilte grianghlan úd a ruithneadh fialmhacnaidh éabha ó shin	ga
defnyddiodd un dyn gyfres o ddarluniau ar gardiau chwarae plaen gan ddefnyddior ddwy ochr	cy
sheinn mi an t òran nuadh slainte troimh fhuil an uain	gd
is e a suim gur e am bràthair is dlùithe an daimh na am mac is mar sin gur ann aige tha a cheud chòir air seilbh no inmhe a bhràthar is sine	gd
aoibhinn aobh an bheann ós beannaibh sléibhte sleachta tír na naomh an reann os reannaibh maotha mreachtraidh	ga
b e là éigin an duine là cothroim dhé	gd
the list dropped from her hand and mr kronweiser seized on it to restore it to its place	en
roeddwn wediclywed hefyd am yr hyn a ddioddefai cristnogion yn y gwledyddhyn ar draws y blynyddoedd	cy
a maint o aflwydd a ddaeth imi	cy
julies husband tim caring for baby sophie in northampton will be represented by her father derek	en
dyma yr addewid ddwyfol	cy
lomlán do leatrom as cráidhte do chroidhe claoidhte go cosgrach mo thruaighe tú faoi	ga
is iomadh beatha a chaomhainn a bhanrigh air sgath eadar ghuidhe ach lean an geur leanmhuinn le mòr ainiochd	gd
air an aineol s n an aonar bha iad lag fann meata is diomhain gach cas air thìr gun eolas mar bho mhaoil am buaile choimhich mar fhear air carn cha n fhiach duine n a aonar is fuar leaba gun choi leabach	gd
más tú mac dé ar seisean órduigh arán a dhéanamh des na clochaibh sin	ga
tyddyn cilhaul ac yr oedd yn hoff iawn hefyd o wê hir y pum ceffyl	cy
williams a drosodd the national being ir gymraeg y bod cenhedlig canys yr oedd ychydig egwyddorion elfennol eglur yn ddigon iddo ef a ystyriai weithredu gwleidyddol yn ddyletswydd flaenaf	cy
amgylchedd gweithio iach mae cymdeithas tai clwyd cyf hefyd yn derbyn cyfrifoldeb am iechyd a diogelwch ei chleientau ar cyhoedd	cy
mae hwn yn gam mawr ymlaen i statws yr iaith yma yng nghymru ac yn rhyngwladol	cy
chab urrainn do n fhear a bha fo n leabaidh cumail air fhein rinn e glag gaire agus ma rinn rinn an taillear	gd
gabhus an laoch sin a earradh catha uime agas budh do dhéaghláochaibh an domhain an galach géidghe sin air chródhacht agus air dhéaghnósaibh isna huile thréartha	ga
tagann an nós chúcha ón seanaimsir nuair a chruinnigheadh na báird agus na héigse i gcómhdháil agus i gcomórtas le chéile mar a dheineadh na báird ins na haonachaibh i néirinn	ga
má chaithtear a rábh ná beidh tá ain mhaith imthighthe as agus níl sólás críochnuighthe ann	ga
cén caidhé an luach a thug sí uirthi	ga
the large hut used to store scaffolding equipment in warham road dovercourt caught fire at about # pm on monday	en
tha ghnath fhocal am measg nan gall gur duilich a bhriogais a thoirt deth n ghàidheal	gd
cha robh thu riamh s an dris gus a nis fionn	gd
bhí fínnithe a dhóithin ag pilib chun a dheimhniú gur bhé féin an rí ceart mar gur dhein antiochus epiphanes rí dhe sar a bhfuair sé bás agus dá chómhartha san féin gur thug sé dho an fáinne agus an choróinn	ga
agus thubhairt iosua riu cò sibh	gd
diarr sé uirthe é leigint isteach agus dfhiarfhuig sí dho ciar bhé fhéin agus dubhairt sé gur bhé an rí óg é agus é leigint isteach agus dubhairt sí leis nár bhé mar go raibh fios a bhéasa aige cuid is mó ná an méid sin	ga
a morwr o rywle yn dyfod ir tŷ	cy
an deis domh mo bheannachadh fein agus ochan	gd
yna daeth y telegram tyngedfennol am # or gloch	cy
honno ywr aelwyd syn cyfrif yr aelwyd syn sefyll yn ddigryn ar gonglfeini teyrngarwch a diolchgarwch	cy
is e sin seadh spioradail cia mar a tha thu a thaobh cor d anama is e sin a bha air aire phoil an uair a thubhairt e ri barnabas ann an gniomharaibh nan abstol pilleamaid agus faiceamaid ar braithrean	gd
pris potel o win yn gostwng i marw winston churchill albert schweitzer	cy
ón tír nar fhoghluim sé é	ga
john williams brynsiencyn bregeth penry evans ar iesu yn rhodio ar y mor a glywsai pan oedd yn efrydydd yng ngholeg y bala	cy
hyrwyddo rhwydweithiau cymunedol newydd	cy
chífead arís tú mar sin	ga
it wasnt a big enough room there	en
thats the one that this is a a one this is when they come	en
tá daoine go flúirseach ar a saoghal nár ól gal tobac is nár dhiúg gloine fuisgí riamh ná ní lugha ná bhraithid siad a easnamh	ga
ac ni fu dedwyddach dau yn y byd	cy
ach cha d fhuair a chridhe fois cha b urrainn e fhaicinn gu n robh a chuis ceart agus ghabh e le aoibhneas ris an t slighe a b fhearr cho luath s a chuireadh roimhe i	gd
sloigheadh mór la hiarla uladh i cconnachtaibh gur ro milleadh moran do mhainistribh agus do cheallaibh seachnón connacht lais	ga
they have temporary visas for six months to stay in the uk	en
cha n eil ciall aca a bhi gan cumail air an t seòrsa beatha sin	gd
nach bu mhór an ceim isleicheadh do chriost bhi air a dheanamh na dhuine	gd
do mharsal sloighte na sagsanach ua ardmhach roimhe le heirigh greine	ga
wrth roi help llaw i ddadlwythoun or hofrenyddion a oedd yn cludo cymorth ir mynyddoedd cefais deimlad annifyr mai dyna o bosib fyddai fy nghyfraniadmwya gwerthfawr i dynged y cwrdiaid	cy
is gile í nán lile s deirg í na rósa is míne í ná síoda nó sróltaí is binne í ná organ is ceoltaí s nach í mo mhian í dá deóin í le pósadh	ga
ac roedd yna hollt ieithyddol bryd hynny hefyd	cy
a daw rhyddid gydai rhoddion	cy
annsin chuir fear an iorbaill liúgh gus béice as a chluinfeá trí mhíle ar gach taobh dhíot agus le dúrach thosuigh sé ag lasgadh na gclár le na chuid adharc agus é ag baint gach fuama agus siolladh asta nó gur mhór an tuathbhás é le allus	ga
cha d fhuaradh riamh rud a dhionnsachadh teanga droch mhuinte bu mheasa na gabhail air na masaibh ann an aobhar na teanga agus an teanga bhi tuigsinn gur h ann na h aobhar se e fhuair am mas am mor ghleusadh sin	gd
wedi dychwelyd iw lety llwm y noson honno y buasai yn nhy braf mrs	cy
chuir e ioachim murat fear a pheathar a nis na àite air a chaithir sin	gd
cuir suas seacht naltóracha anso ar an gcnoc so arsa balaam leis an rí agus cuir gamhain agus reithe mar ídhbirt ar gach altóir díobh	ga
do sgaoil an caomhach conallach do beadh é na fir a tháinig leis a bhaile acht amháin ádhbhar beag do chongaibh sé chum cabhruighthe leó i gcomhair anachaidh an iarla	ga
amárach an domhnach	ga
bu farw morgan davies wrth ddrws ei swyddfa ar # gorffennaf # ac etholwyd james davies gweinidog mynydd bach iw olynu	cy
chaidh an dithis agus cheannaich iad drobh mor cruidh	gd
bha iompachadh ro iongantach an uair a bha e leughadh earrainn s an eaglais eph	gd
mata shalaich thu thu fhéin o sin	gd
she would wait for buzz	en
an d fhuair e cuireadh uait	gd
bha ùghdarras an cumantas mìn ach garg an uair a dheantadh meachranaich ris agus cha d rinn e moille ann am peanas a dheanamh	gd
chun an léightheora annso síos	ga
níl díobháil shaolta mar díth na sláinte is an bás gan amhras nuair a thagann sé ach mathair naofa mar bhí sé ceansa fuair sé am maith agus malairt lae	ga
do bhí buidhean eile san tseomra ag léigheamh an tríomhadh leabhair	ga
mills a tha air toiseachadh ri ceannachd anns an stor a bha roimhe so aig iain a	gd
bydd merch y dolydd gleision	cy
ciod e tha thu a deanamh leo	gd
roeddwn yn falch iawn or cyfle i gael adnewyddu fy nhy meddai sheila williams	cy
sa deireadh cuireadh an rún os cómhair na feise agus bhuaidh thighearna an chaisleáin riabhaigh	ga
rhai wrth eu ffyn au gwallt yn wyn	cy
as a summary of alcohol education programmes this is something of a simplification	en
y maer ty ai dalcen i fryn caregog serth	cy
no true blue inhabitant of paradise street or mouncy street ever needed to be told anything from the police they had ways of finding out	en
dochum bhur gcroidheadh dho dhaingniughadh agus do ghéunamh neimhchiontach a náomhghachd a bhfiádhnuisi dé eadhon ar nathar a dteachd ar dtighearna iósa críosd maille rena uile náomhuibh	ga
dfhan diarmaid ar feadh abhfad na dhiaidh san ag féachaint sa ghríosaigh is gan gíog as	ga
is gan aonursa amháin tar a éis ann le fagháil do dhéanfadh a gcaomhnadh mar scéith i ngach gábhadh	ga
fel y gallont hwyn ddie ddeall	cy
ei hesgid oddiwrth y cobbler heb dalu am ei thrwsio neu ynte y cai	cy
tha anam agad cia fior s a tha focail an t salmadair is uamhasach iongantach a dhealbhadh mi	gd
hanfod arall yw gwrth ymosod a rhwygo amddiffyn nid unwaith ond dwywaith neu dair os taw dynar angen	cy
fe yrraf eto fedwen menna wen	cy
is maith gràdh a thoirt do na deisciobluibh us d a theachdairibh us d a bhochdaibh ach is ann da fhéin is mo a bhuineas e	gd
is na bruinneallaibh óga atá i dtreo leis ach duine bheidh siar fear an lampa óir seo a chur i dtreo chugham mo bheannacht na dhiaidh as molaim an óigbhean a bheidh i dtreó leis an bhfaraire brian	ga
anybody on middle class wanna buy them	en
ond dyma fy marn am y peth	cy
cá mhéad seanmóirí do chualaidh tú	ga
of course we were only invited for ten days or so	en
yr oedd gofyn gwerthoedd a chanllawiau ar gwerthoedd llenyddol a argymhellodd oedd rhai wedi eu seilio ar ufudd dod i awdurdod allanol traddodiad	cy
tá pictúirí deasa ins a leabhar so do dhéin seóirse ó fágáin agus níor mhisde déanamh na bpictúirí do leabhraibh chonnartha na gaedhilge dfhághaint fá na lámhaibh ar fad	ga
óir nuair a bheirtear an tál óg ní bheireann an mháthair an dara díobh nó go nglacann an boc agus bíonn ál eile aici i ceann míosa	ga
a ghaisgidhigh arsa mac ríogh i néirinn	ga
is suairce dhoibh aon chuid fheuchainn agus bu neo shuairce dhuinne gun cho aontacha len saothair	gd
gwaith hwnnw oedd penderfynu ar gynnwys y meysydd llafur yn ogystal ag ar union natur y profion	cy
shes on one of these inhaler oh thingsthey got to	en
rhoddodd siân phillips fyd y seren marlene dietrich ir naill ochr i chwarae rhan unigryw yn the magicians house sef drama prynhawn dydd sul hudolus i blant	cy
do staid sé go hobann annson agus diompuigh ar a sháil chun rud éigin dinnsint dom mar gheall ar an dtuile	ga
nach sgeinmeil brògan s bucail lìobht do n airgead ghrinn is gloinne lìth bhi dealradh air deas throidhean sìnnt nan gallan dìreach foghainnteach	gd
roedd y wraig wedi bod yn defnyddior dwr poeth trwyr dydd gan nad oedd dim or llall ar gal ac fel yr oedd ifor ar roi ei fawd ar gliciad y drws clywodd y glec fwya annaearol a glywodd erioed	cy
dh aithnich e nach robh aladin a tuigsinn cho luachmhor s a bha n trinnsear agus thug e bonn oir as a phocaid agus thairg e do aladin e	gd
yn nyffryn llangollen ar ochor y glyn	cy
as dia chuimhniucchadh sidhe ro ráidh dubhdálethe o ghenair mac dé ní brécc a hocht seacht ndeich is naoi ccéd co bás mughroin mortais rainn comharba cadlai colaim	ga
gorchuddiwch y brigau pan fydd y planhigion yn eu llawn dwf	cy
s an treas ceann bha co chur air a dheanamh ri cor na tìre s a cheart àm air na nithibh a bha s an dà cheann eile	gd
dob í sin uair agus aimsir fá ttarla bean feargusa findléith taobhtrom torrach agus do ruc sí mac don toirrcheas sin agus ruc in cú dhá chuilén	ga
ac yn y man efe a gymhellodd ei ddisgyblion i fyned ir llong a myned or blaen ir lan arall i fethsaida tra fyddai efe yn gollwng ymaith y bobl	cy
tha aghaidh iupiteir air a còmdachadh le fàinnibh no le criosaibh leathann agus fosgailte agus tha téallsanaich a deanamh mach gur neoil iad a ta air an dòigh iongantach so a cuairteachadh na réilte so	gd
shuidh an sgiobair a trom smuaineachadh s an leac mu choinneamh	gd
leabhar is eadh our heritage ba cheart a bheith i lámhaibh gach aon leinbh sa tír agus tá suíl againn ná déanfaidh oidí scoile dearmhad ar é do shcaipeadh i measc na leanbh atá fé na gcúram agus a bhfuil ann a mhúineadh dhóibh	ga
agus do chríochnaigh sé an gníomh umhlachta so leis na briathra tairbheacha so dothugasa siompla maith umhlachta dhíbh ionnus go ndénfadh sibhse an ní cédna dá chéile	ga
cidh gaoth iomorra do thabhairt eidir a ttroighthibh taoibháille agus talmhuin ní thugsat re háithe agus re himghlioca a nimdheaghla for aroile	ga
er enghraifft y cwestiwn cyntaf a ofynnwn am gwmni yw pa faint o elw y mae wedi ei ennill a sut y mae hwn yn cymharu ar flwyddyn flaenorol	cy
cha d iarr mac an tuathanaich na b fhearr agus goirid m an do ghabh an taillear agus cailein mu thamh chaidh e air a mhàgan fo n leabaidh agus rinn e deas air son a ghnothuich	gd
roedden nhwn fwy tebygol o fod wedi dioddef camdrin parhaus drwyu plentyndod tra ond yn achlysurol yr oedd bechgyn yn cael eu camdrin	cy
pan gwymp y rheini fe fydd marciau gwyn ar eu hol ac os ywr person wedi bod mor anffodus a chael heintiad	cy
therefore it was adams duty to come home and face the music even though this might be no more than a short blast on a tin whistle	en
ghabh e air aghart air an ath mhaduinn agus roimh mheadhon là thug buidheann a bh air tòir uilleim carmìchael an aire dha	gd
he thought im obsessed by her	en
am nifer o flynyddoedd yn ystod y rhyfel byd cyntaf ac am rai blynyddoedd ar ol hynny cafwyd cynnydd cyson a gyrhaeddodd ei fan uchaf yn hanes y cyfundeb yn #	cy
fhreagair iad e bidh do mhac beo gu sona gus an ruig e aois choig bliadhn deug ach aig an am sin coinnichidh e ri cunnart o m bi e cruaidh dha dol as	gd
ond heibio ir tro nesa mae cawr anferthyn byw a chei di ddim mynd heibio hyd nes iddo dy chwilio drosoti gyd	cy
the saturday morning sport outreach scheme was successful and mrs wilson hoped that the first of the affordable homes would be completed by august	en
fagh réidh cearc is bunnóg ars eisean go racha me a dhiarraidh nighne an ríogh	ga
bha cuimhne air mo pheacadh cha n ann a mhain air an fheasgair roimhe ach o chionn fada briseadh air mo bhoidibh agus crioch mhuladach m uile dhòchais agus thograidh n a eallach ro thròm dhomh r a ghiùlan	gd
aeth ir ty a daeth a rhifyn o gymrur plant yn fuddugoliaethus i roi taw arnaf	cy
two men from the london area have been arrested in connection with this incident	en
rhaid ir cynulliad sicrhau cefnogaeth ymarferol ac ariannol digonol i sefydliadau a chyrff holl gymunedau cymru fedru gweithredu yn ôl yr egwyddor o ddwyieithrwydd naturiol	cy
yn enedigol or ardal fei magwyd yn nhalysarn dywed ir holl bwyllgorau fod yn eithriadol o weithgar ac er fod llai o ddwylo iw cael nag mewn ambell ardal arall oherwydd poblogaeth denau ni fu pall ar eu brwdfrydedd meddai	cy
be mo thlachd a bhi fiadhach nam beann sa bhi leantuinn na faoghaid agus da rìreadh bu mhi nàmhuid a choilich dhuibh agus na liath chirce	gd
mwynach yw r awel or dwyrain ar dê	cy
britain probably made the greatest contribution in literature and science germany certainly in music while in the late nineteenth century france dominated the world of painting	en
gan amhras sé mícheál bun a tubaiste	ga
sgríobh tráchtas ar #	ga
maen debyg mai oherwydd ei hamlygrwydd fel cennad tymor y tyfiant yr enwyd cynifer o blanhigion ar ei hol rhai syn blodeuo tuar un pryd ag yr ymddengys hithaun lledrithiol yn ein mysg	cy
maen amlwg ein bod nin gweld yn hyn ganlyniad dewis a wnaed gan hiraethog dro ar ol tro yn ystod ei yrfa fel nofelydd sef dewis peidio a nesa u at wead a sylwedd profiad ei fyd ef ei hun	cy
chan ann ri aon latha no ri aon bhliadhna a dhfhalbh ainnis agus a thàinig feabhais crannchuir a steach na h àite	gd
dywedir fod ei bedwar cwarter e yn hongian mewn ystafell o dan y castell ond pwy fu yno iw	cy
ychydig o gnydau a dyfir yn genedlaethol er fod cnydau megis tatws cynnar ac yd yn bwysig i economi ffermydd mewn rhai ardaloedd yn enwedig yn yr iseldiroedd	cy
ailteoir uallach tráthaí tuata arraí uaigneach ar ghormmhíola	ga
ma tha so uile fior tha mi caillte	gd
tynnodd jabas lun arall cyn clymur cwch wrth hen fodrwy haearn rydlyd	cy
ar ddarfodedig bethaur byd	cy
fo sholus an lòchrain ud sheòladh i a dh ionnsuidh nam focal rom	gd
amen mu ghaidheil ghlaschu a dheasaiche runaich tha mi n dùil an rathad còir féin dhìon gun ceaduich sibh domh focal no dhà rádh mu ghàidheil ghlaschu	gd
fhuair e mach gu n robh n rìgh gu bhi sealg am pàirc shruileidh air maduinn àraidh s gunrobh mac an léigh air falbh on tigh	gd
so well put some of that in there	en
bydd morgannwg yn ail ddechrau y bore yma ar # am saith	cy
he had said that things might be going to change	en
tha dochas an t soisgeil a brosnachadh an dream aig am bheil e chum iad fein a ghlanadh mar a tha dia glan	gd
ond i droi at yr elfen hanesiol bywyd cyhoeddus y bobl hyn eu lle yn hanes cymru eu daliadau diwinyddol eu hymdeimlad ou harbenigrwydd fel llunwyr y dyfodol	cy
be beachd cheasair gum be fior fhad na bliadhna # làithean agus # uairean	gd
tha rùn dhia ann a bhi toirt sgrios air an t saoghal leis an dìle air dheanamh glé fhoillsichte	gd
bhuail critheadh beag is fuacht í	ga
gu bheil gach peacair air teachd gearr air glòir dhe si glòir dhe ard onoir agus ard mhaise a naduir a bhuadhannaibh agus a thoil	gd
yeah and going over jumps and god knows what else which ones quite a way really isnt it	en
is e uine chum aithreachas a ghabhail an sgeul fhathasd is e dean aithreachas an earail mhòr agus tha e a leantuinn sin le tha mi toirt uine dhuit chum aithreachas a dheanamh	gd
leanaibh mise a dhaoine uaisle os esan agus chì sinn	gd
yn dal teyrnwialen prydain	cy
thig tusa gad naomhughadh féin agus gad cheangal liomsa ionnas go bhfaghthá grása nuadh agus nuadh lasadh a sláinte agus a bhfeabhas	ga
annsin iseadh do thuigeas bréithre íosa an té a thabharfas sgannal do dhuine den mhuinntir bheag seo a chreideas ionnamsa bfhearr dhó go gcuirfí bró muilinn ar a mhuineál agus é chaitheamh isteach i ndoimhneacht na fairrge	ga
car son nach drinnthu posadh n laithean dòig s cha bhitheadh tu mar so a nis a d dhragh co tric tighinn oirnn ach iomradh cha robh air a sud am feadh sa bha gu leorri fhaotinn bh uam	gd
ciod e nan gearradh dia sios sibh s a staid ud na cuiribh so uaithe a chairdean le bhi ag iarraidh dàil	gd
ní thaithneochadh sin liom	ga
your mother looks well on these photographs though	en
owen went off in a huff and read the papers	en
leave it turned down and youll be able to see when it starts yes okay youre a really good boy arent you	en
nuair a bhíon sí ar iomchur ag aodh mac duach féin is cuma cad é líon a namhad nuair a chíd siad ag teacht chúcha í iompuighid agus teithid	ga
creud iad na nithe ann sam bheil iomhaidh dhe ag co sheasamh	gd
i alluogi hyn rhaid cael caniatad yr ysgrifennydd gwladol cyn gall y cwmni ddechrau masnachu	cy
tar éis guais an bháis do chur társa an rabhadar níos fearr ná roimhe sin	ga
dearbhaidhean leis am faodar am fior dhiadhachd a dhearbhadh	gd
s é an mhín mhín é s é an caoin caoin é is bréidín deas cóirithe é	ga
tán chuid is mó den eoraip taobh istigh den chrios measardha thuaidh fágann sin freisin nach mbíonn rótheas ann acht amháin sa bhfíordheisceart ná aon ró fhuacht acht amháin sa bhfíorthuaisceart	ga
six soldiers are on trial at belfast crown court facing charges following the shooting in september # at the upper glen road in west belfast	en
gellir dechrau eu bwydon gyson trwy ddwr	cy
ó ar seisean táid siad go háluinn	ga
yn y nodiadau yn arbennig y deuwn wyneb yn wyneb ar dyn	cy
